Description,Sector,Industry,Exchange
TVS MOTOR CO,Consumer Durables,Motor Vehicles,NSE
ASHAPURI GOLD ORNAMENT LIMITED,Consumer Durables,Other Consumer Specialties,BSE
TTK PRESTIGE LTD.,Consumer Durables,Home Furnishings,BSE
AVRO INDIA LIMITED,Consumer Durables,Home Furnishings,BSE
VIP INDUSTRIES,Consumer Durables,Other Consumer Specialties,NSE
PC JEWELLER LTD.,Consumer Durables,Other Consumer Specialties,BSE
GOBLIN INDIA LIMITED,Consumer Durables,Other Consumer Specialties,BSE
MINAL INDUSTRIES LIMITED,Consumer Durables,Other Consumer Specialties,BSE
MINI DIAMONDS (INDIA) LTD.,Consumer Durables,Other Consumer Specialties,BSE
CERA SANITARYWARE,Consumer Durables,Home Furnishings,NSE
EUREKA FORBES LIMITED,Consumer Durables,Electronics/Appliances,BSE
GORANI INDUSTRIES LTD.,Consumer Durables,Electronics/Appliances,BSE
BANARAS BEADS LTD,Consumer Durables,Other Consumer Specialties,NSE
FORCE MOTORS LTD.,Consumer Durables,Motor Vehicles,BSE
AVI PRODUCTS INDIA LIMITED,Consumer Durables,Electronics/Appliances,BSE
B-RIGHT REALESTATE LIMITED,Consumer Durables,Homebuilding,BSE
TTK PRESTIGE,Consumer Durables,Home Furnishings,NSE
KDDL LTD.,Consumer Durables,Other Consumer Specialties,BSE
SENCO GOLD LIMITED,Consumer Durables,Other Consumer Specialties,BSE
V.I.P.INDUSTRIES LTD.,Consumer Durables,Other Consumer Specialties,BSE
POPULAR ESTATE MANAGEMENT LTD.,Consumer Durables,Homebuilding,BSE
GOENKA DIAMOND & J,Consumer Durables,Other Consumer Specialties,NSE
SACHETA METALS LTD.,Consumer Durables,Home Furnishings,BSE
KAHAN PACKAGING LIMITED,Consumer Durables,Home Furnishings,BSE
PRITI INTERNATIONAL LTD,Consumer Durables,Home Furnishings,NSE
NCC LIMITED,Consumer Durables,Homebuilding,BSE
HARSHDEEP HORTICO LIMITED,Consumer Durables,Home Furnishings,BSE
VAGHANI TECHNO-BUILD LTD.,Consumer Durables,Homebuilding,BSE
INNOVATIVE TYRES &,Consumer Durables,Automotive Aftermarket,NSE
KOKUYO CAMLIN LTD.,Consumer Durables,Tools & Hardware,BSE
NARBADA GEMS AND JEWELLERY LTD,Consumer Durables,Other Consumer Specialties,BSE
JOY REALTY LTD.,Consumer Durables,Homebuilding,BSE
KHAITAN (INDIA) LTD.,Consumer Durables,Electronics/Appliances,BSE
ATUL AUTO LTD.,Consumer Durables,Motor Vehicles,BSE
MAHINDRA & MAHINDRA LTD.,Consumer Durables,Motor Vehicles,BSE
MARUTI SUZUKI IND,Consumer Durables,Motor Vehicles,NSE
SATCHMO HOLDINGS LIMITED,Consumer Durables,Homebuilding,BSE
NCC LTD,Consumer Durables,Homebuilding,NSE
BAJAJ ELECTRICALS,Consumer Durables,Electronics/Appliances,NSE
JAIPAN INDUSTRIES LTD.,Consumer Durables,Electronics/Appliances,BSE
MARUTI SUZUKI INDIA LTD.,Consumer Durables,Motor Vehicles,BSE
MOKSH ORNAMENTS LTD,Consumer Durables,Other Consumer Specialties,NSE
KRYPTON INDUSTRIES LTD.,Consumer Durables,Automotive Aftermarket,BSE
RAJESH EXPORTS,Consumer Durables,Other Consumer Specialties,NSE
KPT INDUSTRIES LIMITED,Consumer Durables,Tools & Hardware,BSE
PRAJAY ENGINEERS S,Consumer Durables,Homebuilding,NSE
UNIVERSUS IMAGINGS LTD,Consumer Durables,Electronics/Appliances,NSE
SAFARI INDUSTRIES (INDIA) LTD.,Consumer Durables,Other Consumer Specialties,BSE
SHREE KRISHNA INFRASTRUCTURE L,Consumer Durables,Homebuilding,BSE
EIGHTY JEWELLERS LIMITED,Consumer Durables,Other Consumer Specialties,BSE
S. M. GOLD LIMITED,Consumer Durables,Other Consumer Specialties,BSE
TATA MOTORS LTD.,Consumer Durables,Motor Vehicles,BSE
SUNRAJ DIAMOND EXPORTS LTD.,Consumer Durables,Other Consumer Specialties,BSE
ANANT RAJ LIMITED,Consumer Durables,Homebuilding,BSE
CRANE INFRASTRUCTURE LIMITED,Consumer Durables,Homebuilding,BSE
EICHER MOTORS LTD.,Consumer Durables,Motor Vehicles,BSE
BRAND CONCEPTS LTD,Consumer Durables,Home Furnishings,NSE
RAVINDER HEIGHTS LIMITED,Consumer Durables,Homebuilding,BSE
KOURA FINE DIAMOND JEWELRY LIM,Consumer Durables,Other Consumer Specialties,BSE
MAHINDRA &MAHINDRA,Consumer Durables,Motor Vehicles,NSE
PALM JEWELS LIMITED,Consumer Durables,Other Consumer Specialties,BSE
TEXEL INDUSTRIES LTD.,Consumer Durables,Home Furnishings,BSE
PRIMA PLASTICS LTD.,Consumer Durables,Home Furnishings,BSE
DEV LABTECH VENTURE LIMITED,Consumer Durables,Other Consumer Specialties,BSE
OROSIL SMITHS INDIA LTD.,Consumer Durables,Other Consumer Specialties,BSE
JAI MATA GLASS LTD.,Consumer Durables,Home Furnishings,BSE
VARYAA CREATIONS LIMITED,Consumer Durables,Other Consumer Specialties,BSE
SML ISUZU LIMITED,Consumer Durables,Motor Vehicles,BSE
GOLDIAM INTERNATIONAL LTD.,Consumer Durables,Other Consumer Specialties,BSE
LYPSA GEMS & JEWELLERY LTD,Consumer Durables,Other Consumer Specialties,BSE
TATA MOTORS LTD - DVR,Consumer Durables,Motor Vehicles,BSE
TRIBHOVANDAS BHIMJ,Consumer Durables,Other Consumer Specialties,NSE
CERA SANITARYWARE LTD.,Consumer Durables,Home Furnishings,BSE
PRAMARA PROMOTIONS,Consumer Durables,Recreational Products,NSE
BAJAJ ELECTRICALS LTD.,Consumer Durables,Electronics/Appliances,BSE
LYPSA GEMS & JEWEL,Consumer Durables,Other Consumer Specialties,NSE
BENGAL & ASSAM COMPANY LTD.,Consumer Durables,Automotive Aftermarket,BSE
TIMEX GROUP INDIA LTD.,Consumer Durables,Other Consumer Specialties,BSE
SAINT-GOBAIN SEKURIT INDIA LTD,Consumer Durables,Home Furnishings,BSE
KENVI JEWELS LIMITED,Consumer Durables,Other Consumer Specialties,BSE
TAPARIA TOOLS LTD.,Consumer Durables,Tools & Hardware,BSE
EAST BUILDTECH LTD.,Consumer Durables,Homebuilding,BSE
CARYSIL LTD,Consumer Durables,Home Furnishings,NSE
UDAY JEWELLERY INDUSTRIES LIMI,Consumer Durables,Other Consumer Specialties,BSE
NILKAMAL LTD.,Consumer Durables,Home Furnishings,BSE
NYSSA CORPORATION LIMITED,Consumer Durables,Homebuilding,BSE
CELLECOR GADGETS L,Consumer Durables,Electronics/Appliances,NSE
ORIENT ELECTRIC LIMITED,Consumer Durables,Electronics/Appliances,BSE
SWARNSARITA JEWELS INDIA LIMIT,Consumer Durables,Other Consumer Specialties,BSE
TATA MOTORS LTD.,Consumer Durables,Motor Vehicles,NSE
RADHIKA JEWELTECH LIMITED,Consumer Durables,Other Consumer Specialties,BSE
APOLLO TYRES LTD.,Consumer Durables,Automotive Aftermarket,BSE
MRF LTD,Consumer Durables,Automotive Aftermarket,NSE
MILESTONE FURNITURE LIMITED,Consumer Durables,Home Furnishings,BSE
HERO MOTOCORP LTD,Consumer Durables,Motor Vehicles,NSE
UNISHIRE URBAN INFRA LTD,Consumer Durables,Homebuilding,BSE
GREENCHEF APPLIANC,Consumer Durables,Electronics/Appliances,NSE
ALPINE HOUSING DEVELOPMENT COR,Consumer Durables,Homebuilding,BSE
SOVEREIGN DIAMONDS LTD.,Consumer Durables,Other Consumer Specialties,BSE
JOHNSON CONTROLS-H,Consumer Durables,Electronics/Appliances,NSE
TITAN COMPANY LIMITED,Consumer Durables,Other Consumer Specialties,BSE
SHUKRA BULLIONS LTD.,Consumer Durables,Other Consumer Specialties,BSE
GOENKA DIAMOND & JEWELS LTD.,Consumer Durables,Other Consumer Specialties,BSE
TRITON VALVES LTD.,Consumer Durables,Automotive Aftermarket,BSE
MARUTI INTERIOR PRODUCTS LIMIT,Consumer Durables,Home Furnishings,BSE
SANDHAR TECHNOLOGIES LIMITED,Consumer Durables,Motor Vehicles,BSE
KKRRAFTON DEVELOPERS LIMITED,Consumer Durables,Homebuilding,BSE
BALKRISHNA INDUSTRIES LTD.,Consumer Durables,Automotive Aftermarket,BSE
KDDL LTD,Consumer Durables,Other Consumer Specialties,NSE
TVS MOTOR COMPANY LTD.,Consumer Durables,Motor Vehicles,BSE
SHOORA DESIGNS LIMITED,Consumer Durables,Other Consumer Specialties,BSE
ASAHI INDIA GLASS,Consumer Durables,Home Furnishings,NSE
SOURCE INDUSTRIES (INDIA) LTD.,Consumer Durables,Home Furnishings,BSE
VAIBHAV GLOBAL LTD,Consumer Durables,Other Consumer Specialties,BSE
ATUL AUTO LTD,Consumer Durables,Motor Vehicles,NSE
PARIN FURNITURE LTD,Consumer Durables,Home Furnishings,NSE
LADAM AFFORTABLE HOUSING LIMIT,Consumer Durables,Homebuilding,BSE
THANGAMAYIL JEWELLERY LTD,Consumer Durables,Other Consumer Specialties,BSE
PUROHIT CONSTRUCTION LIMITED,Consumer Durables,Homebuilding,BSE
JOHNSON CONTROLS-HITACHI AIR C,Consumer Durables,Electronics/Appliances,BSE
BANARAS BEADS LTD.,Consumer Durables,Other Consumer Specialties,BSE
FOCE INDIA LTD,Consumer Durables,Other Consumer Specialties,NSE
PRERNA INFRABUILD LTD.,Consumer Durables,Homebuilding,BSE
SKY GOLD LTD,Consumer Durables,Other Consumer Specialties,NSE
TIRUPATI FOAM LIMITED,Consumer Durables,Home Furnishings,BSE
HERO MOTOCORP LTD.,Consumer Durables,Motor Vehicles,BSE
SENCO GOLD LTD,Consumer Durables,Other Consumer Specialties,NSE
SJ CORPORATION LTD.,Consumer Durables,Other Consumer Specialties,BSE
GOODYEAR INDIA LTD.,Consumer Durables,Automotive Aftermarket,BSE
ARHAM TECHNOLOGIES,Consumer Durables,Electronics/Appliances,NSE
GUJARAT TOOLROOM LTD.,Consumer Durables,Homebuilding,BSE
LA-OPALA RG LTD,Consumer Durables,Home Furnishings,NSE
RAJESH EXPORTS LTD.,Consumer Durables,Other Consumer Specialties,BSE
NEOGEM INDIA LTD.,Consumer Durables,Other Consumer Specialties,BSE
AVRO INDIA LTD,Consumer Durables,Home Furnishings,NSE
VAIBHAV GLOBAL LTD,Consumer Durables,Other Consumer Specialties,NSE
CEAT LTD,Consumer Durables,Automotive Aftermarket,NSE
BUTTERFLY GANDHIMA,Consumer Durables,Electronics/Appliances,NSE
IFB INDUSTRIES LTD.,Consumer Durables,Electronics/Appliances,BSE
SHUBHLAXMI JEWEL A,Consumer Durables,Other Consumer Specialties,NSE
INFLAME APPLIANCES LIMITED,Consumer Durables,Electronics/Appliances,BSE
FORCE MOTORS LTD,Consumer Durables,Motor Vehicles,NSE
TATA MOTORS LTD.,Consumer Durables,Motor Vehicles,NSE
OLECTRA GREENTECH,Consumer Durables,Motor Vehicles,NSE
KMF BUILDERS & DEVELOPERS LTD.,Consumer Durables,Homebuilding,BSE
PHOTOQUIP INDIA LTD.,Consumer Durables,Electronics/Appliances,BSE
NILA SPACES LTD,Consumer Durables,Homebuilding,NSE
SML ISUZU LTD,Consumer Durables,Motor Vehicles,NSE
ORIENT ELECTRIC LTD,Consumer Durables,Electronics/Appliances,NSE
GOLDIAM INTERNATL,Consumer Durables,Other Consumer Specialties,NSE
JK TYRE & INDUSTRIES LTD.,Consumer Durables,Automotive Aftermarket,BSE
RAVINDER HEIGHTS LTD,Consumer Durables,Homebuilding,NSE
VEERAM SECURITIES LIMITED,Consumer Durables,Other Consumer Specialties,BSE
SAFARI IND (INDIA) LTD,Consumer Durables,Other Consumer Specialties,NSE
HINDUSTAN MOTORS LTD.,Consumer Durables,Motor Vehicles,BSE
THANGAMAYIL JEWELL,Consumer Durables,Other Consumer Specialties,NSE
JTEKT INDIA LTD,Consumer Durables,Automotive Aftermarket,BSE
BUTTERFLY GANDHIMATHI APPLIANC,Consumer Durables,Electronics/Appliances,BSE
GUJARAT AMBUJA EXPORTS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
NCC BLUE WATER PRODUCTS LTD.,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
BIZOTIC COMMERCIAL LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
LUX INDUSTRIES LTD,Consumer Non-Durables,Apparel/Footwear,NSE
AJANTA SOYA LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
HINDUSTAN UNILEVER,Consumer Non-Durables,Household/Personal Care,NSE
MILKFOOD LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
BENGAL TEA & FABRICS LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
JHANDEWALAS FOODS LIMITED,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
SHEETAL UNIVERSAL LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
VARDHMAN ACRYLICS,Consumer Non-Durables,Apparel/Footwear,NSE
ITC LTD,Consumer Non-Durables,Tobacco,NSE
ADF FOODS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
JAGATJIT INDUSTRIES LTD.,Consumer Non-Durables,Beverages: Alcoholic,BSE
LORENZINI APPARELS LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
HIPOLIN LTD.,Consumer Non-Durables,Household/Personal Care,BSE
E-LAND APPAREL LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
SAMPRE NUTRITIONS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
ORIENT BEVERAGES LTD.,Consumer Non-Durables,Beverages: Non-Alcoholic,BSE
PARAG MILK FOODS,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
SILVER OAK (INDIA) LTD.,Consumer Non-Durables,Beverages: Alcoholic,BSE
KMG MILK FOOD LTD.,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
UNIQUE ORGANICS LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
GODREJ CONSUMER PRODUCTS LTD.,Consumer Non-Durables,Household/Personal Care,BSE
RAVI KUMAR DISTILL,Consumer Non-Durables,Beverages: Alcoholic,NSE
NANDANI CREATION LTD,Consumer Non-Durables,Apparel/Footwear,NSE
TCNS CLOTHING CO L,Consumer Non-Durables,Apparel/Footwear,NSE
RICHA INDUSTRIES LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
SIDDHESWARI GARMENTS LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
TASTY DAIRY SPECIALITIES LIMIT,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
LEHAR FOOTWEARS LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
INDIAN TERRAIN FAS,Consumer Non-Durables,Apparel/Footwear,NSE
KPR MILL LTD,Consumer Non-Durables,Apparel/Footwear,NSE
APEX FROZEN FOODS,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
INTEGRA ESSENTIA LTD,Consumer Non-Durables,Apparel/Footwear,NSE
THOMAS SCOTT (INDIA) LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
GILLANDERS ARBUTHNOT & CO.LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
BHANDARI HOSIERY E,Consumer Non-Durables,Apparel/Footwear,NSE
VIP CLOTHING LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
RADIX INDUSTRIES (INDIA) LIMIT,Consumer Non-Durables,Consumer Sundries,BSE
KARAN WOO-SIN LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
KORE FOODS LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
SWOJAS ENERGY FOODS LTD.,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
SOM DIST & BREW LTD,Consumer Non-Durables,Beverages: Alcoholic,NSE
PROCTER&GAMBLE IND,Consumer Non-Durables,Household/Personal Care,NSE
WELTERMAN INTERNATIONAL LTD.,Consumer Non-Durables,Consumer Sundries,BSE
NARMADA GELATINES LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
WELSPUN LIVING LIMITED,Consumer Non-Durables,Consumer Sundries,BSE
PROCTER & GAMBLE HYGIENE & HEA,Consumer Non-Durables,Household/Personal Care,BSE
VARUN BEVERAGES,Consumer Non-Durables,Beverages: Non-Alcoholic,NSE
ADOR MULTIPRODUCTS LTD.,Consumer Non-Durables,Household/Personal Care,BSE
YASHO INDUSTRIES LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
PRATAAP SNACKS LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
G.M.BREWERIES LTD.,Consumer Non-Durables,Beverages: Alcoholic,BSE
MARICO LTD,Consumer Non-Durables,Household/Personal Care,NSE
AKM CREATIONS LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
ITC LTD.,Consumer Non-Durables,Tobacco,BSE
SHRI VASUPRADA PLANTATIONS LIM,Consumer Non-Durables,Food: Specialty/Candy,BSE
LONGVIEW TEA COMPANY LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
AB COTSPIN INDIA L,Consumer Non-Durables,Apparel/Footwear,NSE
CHORDIA FOOD PRODUCTS LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
MANORAMA INDUSTRIES LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
MALLCOM (INDIA) LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
LYKIS LIMITED,Consumer Non-Durables,Food: Major Diversified,BSE
RAVI KUMAR DISTILLERIES LTD.,Consumer Non-Durables,Beverages: Alcoholic,BSE
VANDANA KNITWEAR LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
PEARL GLOBAL INDUS,Consumer Non-Durables,Apparel/Footwear,NSE
BCL INDUSTRIES LIMITED,Consumer Non-Durables,Food: Major Diversified,BSE
NESTLE INDIA,Consumer Non-Durables,Food: Major Diversified,NSE
RADICO KHAITAN LTD.,Consumer Non-Durables,Beverages: Alcoholic,BSE
GO FASHION INDIA LTD,Consumer Non-Durables,Apparel/Footwear,NSE
NEELAMALAI AGRO INDUSTRIES LTD,Consumer Non-Durables,Food: Major Diversified,BSE
IB INFOTECH ENTERPRISES LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
ZYDUS WELLNESS LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
MUKKA PROTEINS,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
K.P.R.MILL LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
MEYER APPAREL LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
JHS SVENDGAARD LABORATORIES LT,Consumer Non-Durables,Household/Personal Care,BSE
MADHUSUDAN MASALA,Consumer Non-Durables,Food: Major Diversified,NSE
DYNEMIC PRODUCTS L,Consumer Non-Durables,Food: Specialty/Candy,NSE
MONTE CARLO FASHIO,Consumer Non-Durables,Apparel/Footwear,NSE
MARICO LTD.,Consumer Non-Durables,Household/Personal Care,BSE
BOMBAY BURMAH TRADING CORP.LTD,Consumer Non-Durables,Food: Major Diversified,BSE
PDS LTD,Consumer Non-Durables,Apparel/Footwear,NSE
ACKNIT INDUSTRIES LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
COLGATE-PALMOLIVE (INDIA) LTD.,Consumer Non-Durables,Household/Personal Care,BSE
MAWANA SUGARS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
DHUNSERI VENTURES,Consumer Non-Durables,Food: Major Diversified,NSE
NAKODA GROUP OF IND. LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
EMAMI LTD.,Consumer Non-Durables,Household/Personal Care,BSE
ZENITH EXPORTS LTD,Consumer Non-Durables,Apparel/Footwear,NSE
VIVAA TRADECOM LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
GODFREY PHILLIPS INDIA LTD.,Consumer Non-Durables,Tobacco,BSE
PEE CEE COSMA SOPE LTD.,Consumer Non-Durables,Household/Personal Care,BSE
LOVABLE LINGERIE LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
MRS. BECTORS FOOD SPECIALITIES,Consumer Non-Durables,Food: Specialty/Candy,BSE
VARUN BEVERAGES LIMITED,Consumer Non-Durables,Beverages: Non-Alcoholic,BSE
BRITANNIA INDS,Consumer Non-Durables,Food: Specialty/Candy,NSE
CAMPUS ACTIVEWEAR LTD,Consumer Non-Durables,Apparel/Footwear,NSE
GILLETTE INDIA LTD,Consumer Non-Durables,Household/Personal Care,NSE
FLEX FOODS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
ASSOCIATED ALCOHOLS & BREWERIE,Consumer Non-Durables,Beverages: Alcoholic,BSE
SUPERHOUSE LTD,Consumer Non-Durables,Apparel/Footwear,NSE
VST INDUSTRIES,Consumer Non-Durables,Tobacco,NSE
DOLLAR INDUSTRIES,Consumer Non-Durables,Apparel/Footwear,NSE
AVT NATURAL PROD,Consumer Non-Durables,Food: Specialty/Candy,NSE
BATA INDIA,Consumer Non-Durables,Apparel/Footwear,NSE
BAJAJ CONSUMER,Consumer Non-Durables,Household/Personal Care,NSE
KEWAL KIRAN CLOTHING LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
PALASH SECURITIES LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
ZODIAC CLOTH CO,Consumer Non-Durables,Apparel/Footwear,NSE
COLGATE-PALM (IND),Consumer Non-Durables,Household/Personal Care,NSE
KHADIM INDIA LTD,Consumer Non-Durables,Apparel/Footwear,NSE
CELEBRITY FASHIONS,Consumer Non-Durables,Apparel/Footwear,NSE
VIRAT CRANE INDUSTRIES LTD.,Consumer Non-Durables,Tobacco,BSE
PAOS INDUSTRIES LIMITED,Consumer Non-Durables,Household/Personal Care,BSE
NEW LIGHT APPARELS LIMTED,Consumer Non-Durables,Apparel/Footwear,BSE
S.R.INDUSTRIES LTD.,Consumer Non-Durables,Apparel/Footwear,BSE
TARAI FOODS LTD.,Consumer Non-Durables,Food: Specialty/Candy,BSE
LORENZINI APPARELS LTD,Consumer Non-Durables,Apparel/Footwear,NSE
INTEGRA ESSENTIA LIMITED,Consumer Non-Durables,Apparel/Footwear,BSE
LIBERTY SHOES,Consumer Non-Durables,Apparel/Footwear,NSE
ADVANCED ENZYME TECHNOLOGIES L,Consumer Non-Durables,Food: Specialty/Candy,BSE
VADILAL INDUSTRIES,Consumer Non-Durables,Food: Specialty/Candy,NSE
TERAI TEA CO.LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
SC AGROTECH LIMITED,Consumer Non-Durables,Food: Meat/Fish/Dairy,BSE
GM BREWERIES,Consumer Non-Durables,Beverages: Alcoholic,NSE
NATURITE AGRO PRODUCTS LIMITED,Consumer Non-Durables,Food: Specialty/Candy,BSE
GOKALDAS EXPORTS L,Consumer Non-Durables,Apparel/Footwear,NSE
VIKAS WSP LTD.,Consumer Non-Durables,Food: Major Diversified,BSE
